# Probe card HPK 6in 265cells
# mapping to switch card numbers
1	294
2	378
3	292
4	290
5	383
6	291
7	441
8	191
9	311
10	420
11	161
12	364
13	119
14	495
15	185
16	428
17	317
18	99
19	368
20	298
21	167
22	165
23	360
24	233
25	171
26	443
27	190
28	122
29	319
30	438
31	300
32	310
33	172
34	372
35	511
36	177
37	247
38	105
39	318
40	226
41	422
42	432
43	183
44	96
45	184
46	439
47	113
48	235
49	98
50	302
51	255
52	168
53	187
54	447
55	239
56	180
57	423
58	225
59	309
60	181
61	308
62	418
63	293
64	189
65	377
66	252
67	440
68	170
69	434
70	381
71	248
72	125
73	241
74	173
75	103
76	382
77	367
78	361
79	234
80	106
81	188
82	253
83	101
84	186
85	363
86	176
87	305
88	354
89	236
90	307
91	444
92	178
93	353
94	312
95	232
96	371
97	316
98	446
99	296
100	369
101	123
102	238
103	115
104	510
105	249
106	127
107	295
108	304
109	254
110	433
111	356
112	297
113	289
114	250
115	164
116	102
117	240
118	231
119	228
120	242
121	442
122	301
123	313
124	362
125	251
126	229
127	163
128	303
129	374
130	315
131	237
132	314
133	166
134	352
135	244
136	426
137	373
138	375
139	506
140	416
141	429
142	42
143	124
144	108
145	121
146	179
147	104
148	109
149	227
150	366
151	379
152	357
153	504
154	508
155	424
156	494
157	62
158	112
159	126
160	174
161	169
162	182
163	224
164	243
165	246
166	117
167	436
168	445
169	359
170	490
171	492
172	498
173	49
174	61
175	111
176	114
177	120
178	116
179	175
180	288
181	430
182	358
183	370
184	421
185	431
186	365
187	493
188	60
189	100
190	51
191	162
192	118
193	59
194	380
195	502
196	488
197	486
198	509
199	480
200	497
201	485
202	110
203	50
204	97
205	41
206	160
207	107
208	437
209	376
210	496
211	43
212	417
213	483
214	499
215	58
216	56
217	55
218	53
219	40
220	491
221	505
222	435
223	484
224	482
225	52
226	57
227	48
228	500
229	489
230	481
231	503
232	54
233	230
234	501
235	487
236	245
237	306
238	355
239	507
240	63
241	0
242	2
243	4
244	6
245	8
246	10
247	12
248	14
